[2022-06-04 23:20:12,382] Register - Step 01: Navigate to Register Page
[INFO ] [2022-07-17 22:31:15,261] Edit_Post - Step 05: Click on Post title detail link and navigate to Edit Post Page
[INFO ] [2022-07-17 22:31:20,258] Edit_Post - Step 06: Enter in post title
[INFO ] [2022-07-17 22:31:23,266] Edit_Post - Step 07: Enter in post body
[INFO ] [2022-07-17 22:31:27,243] Edit_Post - Step 08: Click on 'Update' Button
[INFO ] [2022-07-17 22:44:33,858] Pre-condition - Step 01: Open browser and Admin Url
[INFO ] [2022-07-17 22:44:41,686] Pre-condition - Step 02: Enter in Username Textbox with value:automationfc
[INFO ] [2022-07-17 22:44:42,179] Pre-condition - Step 03: Enter in Password Textbox with value:automationfc
[INFO ] [2022-07-17 22:44:42,438] Pre-condition - Step 04: Click on Login Button
[INFO ] [2022-07-17 22:44:48,104] Create_Post - Step 01: Click on 'Posts' menu Link
[INFO ] [2022-07-17 22:44:52,194] Create_Post - Step 02: Get 'Search Posts' page Url
[INFO ] [2022-07-17 22:44:52,236] Create_Post - Step 03: Click on 'Add New' Button
[INFO ] [2022-07-17 22:44:59,900] Create_Post - Step 04: Enter in post title
[INFO ] [2022-07-17 22:45:09,070] Create_Post - Step 05: Enter in post body
[INFO ] [2022-07-17 22:45:18,468] Create_Post - Step 06: Click on 'Publish' Button
[INFO ] [2022-07-17 22:45:19,092] Create_Post - Step 07: Click on 'Re-Publish' Button
[INFO ] [2022-07-17 22:45:20,672] Create_Post - Step 08: Verify 'Post Published.' message is displayed
[INFO ] [2022-07-17 22:45:25,459]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-17 22:45:25,701] Search_Post - Step 01: Open 'Search Post' Page
[INFO ] [2022-07-17 22:45:30,131] Search_Post - Step 02: Enter in Search Textbox
[INFO ] [2022-07-17 22:45:30,610] Search_Post - Step 03: Click on 'Search Posts' Button
[INFO ] [2022-07-17 22:45:35,675] Search_Post - Step 04: Verify Search table contains'Live Coding Title4464'
[INFO ] [2022-07-17 22:45:35,794]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-17 22:45:35,794] Search_Post - Step 05: Verify Search table contains 'Automation Admin'
[INFO ] [2022-07-17 22:45:35,896]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-17 22:45:35,896] Search_Post - Step 06: Open End User Site
[INFO ] [2022-07-17 22:45:38,324] Search_Post - Step 07: Verify Post Infor Displayed at HomePage
[INFO ] [2022-07-17 22:45:38,404]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-17 22:45:38,487]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-17 22:45:38,563]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-17 22:45:38,644]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-17 22:45:38,645] Search_Post - Step 08: Click on Post Title
[INFO ] [2022-07-17 22:45:41,018] Search_Post - Step 09: Verify Post Infor Displayed at Post detail Page
[INFO ] [2022-07-17 22:45:41,091]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-17 22:45:41,157]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-17 22:45:41,231]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-17 22:45:41,296]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-17 22:45:41,307] Edit_Post - Step 01: Open Admin site
[INFO ] [2022-07-17 22:45:43,810] Edit_Post - Step 02: Click on 'Posts' link
[INFO ] [2022-07-17 22:45:46,434] Edit_Post - Step 03: Enter in Search Textbox
[INFO ] [2022-07-17 22:45:46,715] Edit_Post - Step 04: Click on 'Search Posts' Button
[INFO ] [2022-07-17 22:45:50,715] Edit_Post - Step 05: Click on Post title detail link and navigate to Edit Post Page
[INFO ] [2022-07-17 22:45:55,781] Edit_Post - Step 06: Enter in post title
[INFO ] [2022-07-17 22:45:58,070] Edit_Post - Step 07: Enter in post body
[INFO ] [2022-07-17 22:46:03,415] Edit_Post - Step 08: Click on 'Update' Button
[INFO ] [2022-07-17 22:46:04,518] Edit_Post - Step 09: Verify 'Post Updated.' message is displayed
[INFO ] [2022-07-17 22:49:21,429] Pre-condition - Step 01: Open browser and Admin Url
[INFO ] [2022-07-17 22:49:31,985] Pre-condition - Step 02: Enter in Username Textbox with value:automationfc
[INFO ] [2022-07-17 22:49:32,382] Pre-condition - Step 03: Enter in Password Textbox with value:automationfc
[INFO ] [2022-07-17 22:49:32,695] Pre-condition - Step 04: Click on Login Button
[INFO ] [2022-07-17 22:49:41,016] Create_Post - Step 01: Click on 'Posts' menu Link
[INFO ] [2022-07-17 22:49:46,338] Create_Post - Step 02: Get 'Search Posts' page Url
[INFO ] [2022-07-17 22:49:46,355] Create_Post - Step 03: Click on 'Add New' Button
[INFO ] [2022-07-17 22:49:53,265] Create_Post - Step 04: Enter in post title
[INFO ] [2022-07-17 22:49:57,307] Create_Post - Step 05: Enter in post body
[INFO ] [2022-07-17 22:50:04,139] Create_Post - Step 06: Click on 'Publish' Button
[INFO ] [2022-07-17 22:50:05,185] Create_Post - Step 07: Click on 'Re-Publish' Button
[INFO ] [2022-07-17 22:50:06,199] Create_Post - Step 08: Verify 'Post Published.' message is displayed
[INFO ] [2022-07-17 22:50:09,248]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-17 22:50:09,451] Search_Post - Step 01: Open 'Search Post' Page
[INFO ] [2022-07-17 22:50:12,448] Search_Post - Step 02: Enter in Search Textbox
[INFO ] [2022-07-17 22:50:12,858] Search_Post - Step 03: Click on 'Search Posts' Button
[INFO ] [2022-07-17 22:50:17,494] Search_Post - Step 04: Verify Search table contains'Live Coding Title8374'
[INFO ] [2022-07-17 22:50:17,650]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-17 22:50:17,650] Search_Post - Step 05: Verify Search table contains 'Automation Admin'
[INFO ] [2022-07-17 22:50:17,752]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-17 22:50:17,752] Search_Post - Step 06: Open End User Site
[INFO ] [2022-07-17 22:50:20,235] Search_Post - Step 07: Verify Post Infor Displayed at HomePage
[INFO ] [2022-07-17 22:50:20,322]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-17 22:50:20,412]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-17 22:50:20,485]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-17 22:50:20,566]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-17 22:50:20,566] Search_Post - Step 08: Click on Post Title
[INFO ] [2022-07-17 22:50:23,047] Search_Post - Step 09: Verify Post Infor Displayed at Post detail Page
[INFO ] [2022-07-17 22:50:23,121]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-17 22:50:23,188]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-17 22:50:23,265]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-17 22:50:23,335]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-17 22:50:23,346] Edit_Post - Step 01: Open Admin site
[INFO ] [2022-07-17 22:50:26,056] Edit_Post - Step 02: Click on 'Posts' link
[INFO ] [2022-07-17 22:50:28,913] Edit_Post - Step 03: Enter in Search Textbox
[INFO ] [2022-07-17 22:50:29,282] Edit_Post - Step 04: Click on 'Search Posts' Button
[INFO ] [2022-07-17 22:50:33,561] Edit_Post - Step 05: Click on Post title detail link and navigate to Edit Post Page
[INFO ] [2022-07-17 22:50:38,726] Edit_Post - Step 06: Enter in post title
[INFO ] [2022-07-17 22:50:41,893] Edit_Post - Step 07: Enter in post body
[INFO ] [2022-07-17 22:50:46,921] Edit_Post - Step 08: Click on 'Update' Button
[INFO ] [2022-07-17 22:50:47,919] Edit_Post - Step 09: Verify 'Post Updated.' message is displayed
[INFO ] [2022-07-17 22:50:50,518]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-17 22:50:50,519] Edit_Post - Step 10: Open 'Search Post' Page
[INFO ] [2022-07-17 22:50:53,545] Edit_Post - Step 11: Enter in Search Textbox
[INFO ] [2022-07-17 22:50:53,892] Edit_Post - Step 12: Click on 'Search Posts' Button
[INFO ] [2022-07-17 22:50:59,508] Edit_Post - Step 13: Verify Search table contains'Edit Post Title8374'
[INFO ] [2022-07-17 22:50:59,614]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-17 22:50:59,614] Edit_Post - Step 14: Verify Search table contains 'Automation Admin'
[INFO ] [2022-07-17 22:50:59,712]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-17 22:50:59,713] Edit_Post - Step 15: Open End User Site
[INFO ] [2022-07-17 22:51:02,166] Edit_Post - Step 16: Verify Post Infor Displayed at HomePage
[INFO ] [2022-07-17 22:51:02,242]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-17 22:51:02,322]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-17 22:51:02,396]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-17 22:51:02,467]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-17 22:51:02,467] Edit_Post - Step 17: Click on Edit Post Title
[INFO ] [2022-07-17 22:51:04,731] Edit_Post - Step 18: Verify Post Infor Displayed at Post detail Page
[INFO ] [2022-07-17 22:51:04,802]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-17 22:51:04,866]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-17 22:51:04,941]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-17 22:51:05,008]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-18 10:06:40,055] Pre-condition - Step 01: Open browser and Admin Url
[INFO ] [2022-07-18 10:06:51,258] Pre-condition - Step 02: Enter in Username Textbox with value:automationfc
[INFO ] [2022-07-18 10:06:51,761] Pre-condition - Step 03: Enter in Password Textbox with value:automationfc
[INFO ] [2022-07-18 10:06:52,001] Pre-condition - Step 04: Click on Login Button
[INFO ] [2022-07-18 10:06:59,520] Create_Post - Step 01: Click on 'Posts' menu Link
[INFO ] [2022-07-18 10:07:03,906] Create_Post - Step 02: Get 'Search Posts' page Url
[INFO ] [2022-07-18 10:07:03,922] Create_Post - Step 03: Click on 'Add New' Button
[INFO ] [2022-07-18 10:07:10,547] Create_Post - Step 04: Enter in post title
[INFO ] [2022-07-18 10:07:14,546] Create_Post - Step 05: Enter in post body
[INFO ] [2022-07-18 10:07:19,683] Create_Post - Step 06: Click on 'Publish' Button
[INFO ] [2022-07-18 10:07:21,257] Create_Post - Step 07: Click on 'Re-Publish' Button
[INFO ] [2022-07-18 10:07:22,869] Create_Post - Step 08: Verify 'Post Published.' message is displayed
[INFO ] [2022-07-18 10:07:27,147]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-18 10:07:27,381] Search_Post - Step 01: Open 'Search Post' Page
[INFO ] [2022-07-18 10:07:31,390] Search_Post - Step 02: Enter in Search Textbox
[INFO ] [2022-07-18 10:07:31,774] Search_Post - Step 03: Click on 'Search Posts' Button
[INFO ] [2022-07-18 10:07:35,813] Search_Post - Step 04: Verify Search table contains'Live Coding Title9083'
[INFO ] [2022-07-18 10:07:35,989]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-18 10:07:35,989] Search_Post - Step 05: Verify Search table contains 'Automation Admin'
[INFO ] [2022-07-18 10:07:36,092]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-18 10:07:36,092] Search_Post - Step 06: Open End User Site
[INFO ] [2022-07-18 10:07:38,564] Search_Post - Step 07: Verify Post Infor Displayed at HomePage
[INFO ] [2022-07-18 10:07:38,641]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-18 10:07:38,724]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-18 10:07:38,802]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-18 10:07:38,886]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-18 10:07:38,886] Search_Post - Step 08: Click on Post Title
[INFO ] [2022-07-18 10:07:41,320] Search_Post - Step 09: Verify Post Infor Displayed at Post detail Page
[INFO ] [2022-07-18 10:07:41,399]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-18 10:07:41,467]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-18 10:07:41,562]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-18 10:07:41,630]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-18 10:07:41,645] Edit_Post - Step 01: Open Admin site
[INFO ] [2022-07-18 10:07:44,161] Edit_Post - Step 02: Click on 'Posts' link
[INFO ] [2022-07-18 10:07:46,791] Edit_Post - Step 03: Enter in Search Textbox
[INFO ] [2022-07-18 10:07:47,117] Edit_Post - Step 04: Click on 'Search Posts' Button
[INFO ] [2022-07-18 10:07:51,313] Edit_Post - Step 05: Click on Post title detail link and navigate to Edit Post Page
[INFO ] [2022-07-18 10:07:56,409] Edit_Post - Step 06: Enter in post title
[INFO ] [2022-07-18 10:07:58,829] Edit_Post - Step 07: Enter in post body
[INFO ] [2022-07-18 10:08:03,313] Edit_Post - Step 08: Click on 'Update' Button
[INFO ] [2022-07-18 10:08:04,918] Edit_Post - Step 09: Verify 'Post Updated.' message is displayed
[INFO ] [2022-07-18 10:08:07,491]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-18 10:08:07,491] Edit_Post - Step 10: Open 'Search Post' Page
[INFO ] [2022-07-18 10:08:11,228] Edit_Post - Step 11: Enter in Search Textbox
[INFO ] [2022-07-18 10:08:11,531] Edit_Post - Step 12: Click on 'Search Posts' Button
[INFO ] [2022-07-18 10:08:15,956] Edit_Post - Step 13: Verify Search table contains'Edit Post Title9083'
[INFO ] [2022-07-18 10:08:16,060]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-18 10:08:16,060] Edit_Post - Step 14: Verify Search table contains 'Automation Admin'
[INFO ] [2022-07-18 10:08:16,160]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-18 10:08:16,161] Edit_Post - Step 15: Open End User Site
[INFO ] [2022-07-18 10:08:18,581] Edit_Post - Step 16: Verify Post Infor Displayed at HomePage
[INFO ] [2022-07-18 10:08:18,652]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-18 10:08:18,721]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-18 10:08:18,799]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-18 10:08:18,875]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-18 10:08:18,875] Edit_Post - Step 17: Click on Edit Post Title
[INFO ] [2022-07-18 10:08:21,074] Edit_Post - Step 18: Verify Post Infor Displayed at Post detail Page
[INFO ] [2022-07-18 10:08:21,155]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-18 10:08:21,226]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-18 10:08:21,296]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-18 10:08:21,380]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-18 10:08:21,390] Delete_Post - Step 01: Open Admin site
[INFO ] [2022-07-18 10:08:23,927] Delete_Post - Step 02: Click on 'Posts' link
[INFO ] [2022-07-18 10:08:26,618] Delete_Post - Step 03: Enter in Search Textbox
[INFO ] [2022-07-18 10:08:26,918] Delete_Post - Step 04: Click on 'Search Posts' Button
[INFO ] [2022-07-18 10:08:30,702] Delete_Post - Step 05: Select Post Detail checkbox
[INFO ] [2022-07-18 10:10:34,455] Pre-condition - Step 01: Open browser and Admin Url
[INFO ] [2022-07-18 10:10:43,142] Pre-condition - Step 02: Enter in Username Textbox with value:automationfc
[INFO ] [2022-07-18 10:10:43,710] Pre-condition - Step 03: Enter in Password Textbox with value:automationfc
[INFO ] [2022-07-18 10:10:43,953] Pre-condition - Step 04: Click on Login Button
[INFO ] [2022-07-18 10:10:49,099] Create_Post - Step 01: Click on 'Posts' menu Link
[INFO ] [2022-07-18 10:10:51,838] Create_Post - Step 02: Get 'Search Posts' page Url
[INFO ] [2022-07-18 10:10:51,882] Create_Post - Step 03: Click on 'Add New' Button
[INFO ] [2022-07-18 10:10:57,402] Create_Post - Step 04: Enter in post title
[INFO ] [2022-07-18 10:11:02,014] Create_Post - Step 05: Enter in post body
[INFO ] [2022-07-18 10:11:08,696] Create_Post - Step 06: Click on 'Publish' Button
[INFO ] [2022-07-18 10:11:09,551] Create_Post - Step 07: Click on 'Re-Publish' Button
[INFO ] [2022-07-18 10:11:10,111] Create_Post - Step 08: Verify 'Post Published.' message is displayed
[INFO ] [2022-07-18 10:11:13,117]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-18 10:11:13,339] Search_Post - Step 01: Open 'Search Post' Page
[INFO ] [2022-07-18 10:11:17,027] Search_Post - Step 02: Enter in Search Textbox
[INFO ] [2022-07-18 10:11:17,368] Search_Post - Step 03: Click on 'Search Posts' Button
[INFO ] [2022-07-18 10:11:21,425] Search_Post - Step 04: Verify Search table contains'Live Coding Title5041'
[INFO ] [2022-07-18 10:11:21,588]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-18 10:11:21,588] Search_Post - Step 05: Verify Search table contains 'Automation Admin'
[INFO ] [2022-07-18 10:11:21,696]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-18 10:11:21,696] Search_Post - Step 06: Open End User Site
[INFO ] [2022-07-18 10:11:24,321] Search_Post - Step 07: Verify Post Infor Displayed at HomePage
[INFO ] [2022-07-18 10:11:24,398]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-18 10:11:24,480]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-18 10:11:24,560]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-18 10:11:24,651]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-18 10:11:24,651] Search_Post - Step 08: Click on Post Title
[INFO ] [2022-07-18 10:11:27,050] Search_Post - Step 09: Verify Post Infor Displayed at Post detail Page
[INFO ] [2022-07-18 10:11:27,121]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-18 10:11:27,188]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-18 10:11:27,266]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-18 10:11:27,337]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-18 10:11:27,351] Edit_Post - Step 01: Open Admin site
[INFO ] [2022-07-18 10:11:29,891] Edit_Post - Step 02: Click on 'Posts' link
[INFO ] [2022-07-18 10:11:32,655] Edit_Post - Step 03: Enter in Search Textbox
[INFO ] [2022-07-18 10:11:32,997] Edit_Post - Step 04: Click on 'Search Posts' Button
[INFO ] [2022-07-18 10:11:36,934] Edit_Post - Step 05: Click on Post title detail link and navigate to Edit Post Page
[INFO ] [2022-07-18 10:11:40,735] Edit_Post - Step 06: Enter in post title
[INFO ] [2022-07-18 10:11:43,775] Edit_Post - Step 07: Enter in post body
[INFO ] [2022-07-18 10:11:48,767] Edit_Post - Step 08: Click on 'Update' Button
[INFO ] [2022-07-18 10:11:49,541] Edit_Post - Step 09: Verify 'Post Updated.' message is displayed
[INFO ] [2022-07-18 10:11:52,043]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-18 10:11:52,043] Edit_Post - Step 10: Open 'Search Post' Page
[INFO ] [2022-07-18 10:11:55,238] Edit_Post - Step 11: Enter in Search Textbox
[INFO ] [2022-07-18 10:11:55,715] Edit_Post - Step 12: Click on 'Search Posts' Button
[INFO ] [2022-07-18 10:12:00,888] Edit_Post - Step 13: Verify Search table contains'Edit Post Title5041'
[INFO ] [2022-07-18 10:12:01,035]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-18 10:12:01,036] Edit_Post - Step 14: Verify Search table contains 'Automation Admin'
[INFO ] [2022-07-18 10:12:01,118]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-18 10:12:01,119] Edit_Post - Step 15: Open End User Site
[INFO ] [2022-07-18 10:12:03,624] Edit_Post - Step 16: Verify Post Infor Displayed at HomePage
[INFO ] [2022-07-18 10:12:03,700]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-18 10:12:03,775]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-18 10:12:03,844]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-18 10:12:03,938]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-18 10:12:03,938] Edit_Post - Step 17: Click on Edit Post Title
[INFO ] [2022-07-18 10:12:06,187] Edit_Post - Step 18: Verify Post Infor Displayed at Post detail Page
[INFO ] [2022-07-18 10:12:06,259]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-18 10:12:06,335]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-18 10:12:06,407]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-18 10:12:06,472]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-18 10:12:06,482] Delete_Post - Step 01: Open Admin site
[INFO ] [2022-07-18 10:12:08,969] Delete_Post - Step 02: Click on 'Posts' link
[INFO ] [2022-07-18 10:12:11,706] Delete_Post - Step 03: Enter in Search Textbox
[INFO ] [2022-07-18 10:12:12,011] Delete_Post - Step 04: Click on 'Search Posts' Button
[INFO ] [2022-07-18 10:12:15,984] Delete_Post - Step 05: Select Post Detail checkbox
[INFO ] [2022-07-18 10:12:16,248] Delete_Post - Step 06: Select 'Move to Trash' item i dropdown
[INFO ] [2022-07-18 10:24:18,461] Pre-condition - Step 01: Open browser and Admin Url
[INFO ] [2022-07-18 10:24:27,276] Pre-condition - Step 02: Enter in Username Textbox with value:automationfc
[INFO ] [2022-07-18 10:24:27,584] Pre-condition - Step 03: Enter in Password Textbox with value:automationfc
[INFO ] [2022-07-18 10:24:27,812] Pre-condition - Step 04: Click on Login Button
[INFO ] [2022-07-18 10:24:32,959] Create_Post - Step 01: Click on 'Posts' menu Link
[INFO ] [2022-07-18 10:24:35,701] Create_Post - Step 02: Get 'Search Posts' page Url
[INFO ] [2022-07-18 10:24:35,746] Create_Post - Step 03: Click on 'Add New' Button
[INFO ] [2022-07-18 10:24:40,630] Create_Post - Step 04: Enter in post title
[INFO ] [2022-07-18 10:24:43,937] Create_Post - Step 05: Enter in post body
[INFO ] [2022-07-18 10:24:49,374] Create_Post - Step 06: Click on 'Publish' Button
[INFO ] [2022-07-18 10:24:50,241] Create_Post - Step 07: Click on 'Re-Publish' Button
[INFO ] [2022-07-18 10:24:51,191] Create_Post - Step 08: Verify 'Post Published.' message is displayed
[INFO ] [2022-07-18 10:24:54,380]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-18 10:24:54,591] Search_Post - Step 01: Open 'Search Post' Page
[INFO ] [2022-07-18 10:24:57,499] Search_Post - Step 02: Enter in Search Textbox
[INFO ] [2022-07-18 10:24:57,934] Search_Post - Step 03: Click on 'Search Posts' Button
[INFO ] [2022-07-18 10:25:02,175] Search_Post - Step 04: Verify Search table contains'Live Coding Title4886'
[INFO ] [2022-07-18 10:25:02,300]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-18 10:25:02,301] Search_Post - Step 05: Verify Search table contains 'Automation Admin'
[INFO ] [2022-07-18 10:25:02,403]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-18 10:25:02,403] Search_Post - Step 06: Open End User Site
[INFO ] [2022-07-18 10:25:04,842] Search_Post - Step 07: Verify Post Infor Displayed at HomePage
[INFO ] [2022-07-18 10:25:04,915]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-18 10:25:05,005]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-18 10:25:05,095]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-18 10:25:05,183]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-18 10:25:05,184] Search_Post - Step 08: Click on Post Title
[INFO ] [2022-07-18 10:25:07,471] Search_Post - Step 09: Verify Post Infor Displayed at Post detail Page
[INFO ] [2022-07-18 10:25:07,541]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-18 10:25:07,610]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-18 10:25:07,685]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-18 10:25:07,759]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-18 10:25:07,773] Edit_Post - Step 01: Open Admin site
[INFO ] [2022-07-18 10:25:10,445] Edit_Post - Step 02: Click on 'Posts' link
[INFO ] [2022-07-18 10:25:13,167] Edit_Post - Step 03: Enter in Search Textbox
[INFO ] [2022-07-18 10:25:13,548] Edit_Post - Step 04: Click on 'Search Posts' Button
[INFO ] [2022-07-18 10:25:18,430] Edit_Post - Step 05: Click on Post title detail link and navigate to Edit Post Page
[INFO ] [2022-07-18 10:25:24,055] Edit_Post - Step 06: Enter in post title
[INFO ] [2022-07-18 10:25:27,288] Edit_Post - Step 07: Enter in post body
[INFO ] [2022-07-18 10:25:33,533] Edit_Post - Step 08: Click on 'Update' Button
[INFO ] [2022-07-18 10:25:34,142] Edit_Post - Step 09: Verify 'Post Updated.' message is displayed
[INFO ] [2022-07-18 10:25:36,564]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-18 10:25:36,564] Edit_Post - Step 10: Open 'Search Post' Page
[INFO ] [2022-07-18 10:25:40,235] Edit_Post - Step 11: Enter in Search Textbox
[INFO ] [2022-07-18 10:25:40,658] Edit_Post - Step 12: Click on 'Search Posts' Button
[INFO ] [2022-07-18 10:25:44,583] Edit_Post - Step 13: Verify Search table contains'Edit Post Title4886'
[INFO ] [2022-07-18 10:25:44,726]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-18 10:25:44,727] Edit_Post - Step 14: Verify Search table contains 'Automation Admin'
[INFO ] [2022-07-18 10:25:44,812]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-18 10:25:44,812] Edit_Post - Step 15: Open End User Site
[INFO ] [2022-07-18 10:25:47,117] Edit_Post - Step 16: Verify Post Infor Displayed at HomePage
[INFO ] [2022-07-18 10:25:47,195]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-18 10:25:47,272]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-18 10:25:47,340]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-18 10:25:47,420]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-18 10:25:47,420] Edit_Post - Step 17: Click on Edit Post Title
[INFO ] [2022-07-18 10:25:49,634] Edit_Post - Step 18: Verify Post Infor Displayed at Post detail Page
[INFO ] [2022-07-18 10:25:49,708]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-18 10:25:49,773]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-18 10:25:49,856]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-18 10:25:49,921]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-18 10:25:49,931] Delete_Post - Step 01: Open Admin site
[INFO ] [2022-07-18 10:25:52,445] Delete_Post - Step 02: Click on 'Posts' link
[INFO ] [2022-07-18 10:25:55,113] Delete_Post - Step 03: Enter in Search Textbox
[INFO ] [2022-07-18 10:25:55,439] Delete_Post - Step 04: Click on 'Search Posts' Button
[INFO ] [2022-07-18 10:26:00,640] Delete_Post - Step 05: Select Post Detail checkbox
[INFO ] [2022-07-18 10:26:00,831] Delete_Post - Step 06: Select 'Move to Trash' item in dropdown
[INFO ] [2022-07-18 10:26:01,057] Delete_Post - Step 07: Click on 'Apply' button
[INFO ] [2022-07-18 10:26:05,255] Delete_Post - Step 08: Verify '1 post moved to the trash.' message is displayed
[INFO ] [2022-07-18 10:26:05,377] Delete_Post - Step 09: Enter in Search Textbox
[INFO ] [2022-07-18 10:26:05,648] Delete_Post - Step 10: Click on 'Search Posts' Button
